indice_global,indice_estricto,título,director,año,duración,género,rating,metascore,recaudación(M)
1329,528,In the Heat of the Night,Norman Jewison,1967,110,Misterio,7.9,76,24.38
1330,528,In the Heat of the Night,Norman Jewison,1967,110,Thriller,7.9,76,24.38
1331,529,Doctor Zhivago,David Lean,1965,197,Drama,7.9,69,111.72
1332,529,Doctor Zhivago,David Lean,1965,197,Romance,7.9,69,111.72
1333,529,Doctor Zhivago,David Lean,1965,197,Guerra,7.9,69,111.72
1334,530,The Raid 2,Gareth Evans,2014,150,Acción,7.9,71,2.63
1335,530,The Raid 2,Gareth Evans,2014,150,Crimen,7.9,71,2.63
1336,530,The Raid 2,Gareth Evans,2014,150,Thriller,7.9,71,2.63
1337,531,Nosferatu,F.W. Murnau,1922,94,Fantasía,7.9,0,0.0
1338,531,Nosferatu,F.W. Murnau,1922,94,Terror,7.9,0,0.0
1339,532,The Manchurian Candidate,John Frankenheimer,1962,126,Drama,7.9,94,0.0
1340,532,The Manchurian Candidate,John Frankenheimer,1962,126,Thriller,7.9,94,0.0
1341,533,Once Were Warriors,Lee Tamahori,1994,102,Crimen,7.9,77,2.2
1342,533,Once Were Warriors,Lee Tamahori,1994,102,Drama,7.9,77,2.2
1343,534,Sing Street,John Carney,2016,106,Comedia,7.9,79,3.24
1344,534,Sing Street,John Carney,2016,106,Drama,7.9,79,3.24
1345,534,Sing Street,John Carney,2016,106,Musica,7.9,79,3.24
1346,535,Harold and Maude,Hal Ashby,1971,91,Comedia,7.9,62,0.0
1347,535,Harold and Maude,Hal Ashby,1971,91,Drama,7.9,62,0.0
1348,535,Harold and Maude,Hal Ashby,1971,91,Romance,7.9,62,0.0
1349,536,Togo,Ericson Core,2019,113,Aventura,7.9,69,0.0
1350,536,Togo,Ericson Core,2019,113,Biografía,7.9,69,0.0
1351,536,Togo,Ericson Core,2019,113,Drama,7.9,69,0.0
1352,537,Notorious,Alfred Hitchcock,1946,102,Drama,7.9,100,10.46
1353,537,Notorious,Alfred Hitchcock,1946,102,Film-Noir,7.9,100,10.46
1354,537,Notorious,Alfred Hitchcock,1946,102,Romance,7.9,100,10.46
1355,538,Hero,Yimou Zhang,2002,120,Acción,7.9,85,53.71
1356,538,Hero,Yimou Zhang,2002,120,Aventura,7.9,85,53.71
1357,538,Hero,Yimou Zhang,2002,120,Drama,7.9,85,53.71
1358,539,The Lion in Winter,Anthony Harvey,1968,134,Biografía,7.9,0,22.28
1359,539,The Lion in Winter,Anthony Harvey,1968,134,Drama,7.9,0,22.28
1360,539,The Lion in Winter,Anthony Harvey,1968,134,Historia,7.9,0,22.28
1361,540,The Artist,Michel Hazanavicius,2011,100,Comedia,7.9,89,44.67
1362,540,The Artist,Michel Hazanavicius,2011,100,Drama,7.9,89,44.67
1363,540,The Artist,Michel Hazanavicius,2011,100,Romance,7.9,89,44.67
1364,541,King Kong,Merian C. Cooper,1933,100,Aventura,7.9,92,10.0
1365,541,King Kong,Merian C. Cooper,1933,100,Terror,7.9,92,10.0
1366,541,King Kong,Merian C. Cooper,1933,100,Ciencia Ficción,7.9,92,10.0
1367,542,Shoplifters,Kore-eda Hirokazu,2018,121,Crimen,7.9,93,3.31
1368,542,Shoplifters,Kore-eda Hirokazu,2018,121,Drama,7.9,93,3.31
1369,542,Shoplifters,Kore-eda Hirokazu,2018,121,Thriller,7.9,93,3.31
1370,543,A Christmas Story,Bob Clark,1983,93,Comedia,7.9,77,20.61
1371,543,A Christmas Story,Bob Clark,1983,93,Familiar,7.9,77,20.61
1372,544,The Killing,Stanley Kubrick,1956,84,Crimen,7.9,91,0.0
1373,544,The Killing,Stanley Kubrick,1956,84,Drama,7.9,91,0.0
1374,544,The Killing,Stanley Kubrick,1956,84,Film-Noir,7.9,91,0.0
1375,545,Dancer in the Dark,Lars von Trier,2000,140,Crimen,7.9,63,4.18
1376,545,Dancer in the Dark,Lars von Trier,2000,140,Drama,7.9,63,4.18
1377,545,Dancer in the Dark,Lars von Trier,2000,140,Musical,7.9,63,4.18
1378,546,Three Colors: Blue,Krzysztof Kieslowski,1993,94,Drama,7.9,87,1.32
1379,546,Three Colors: Blue,Krzysztof Kieslowski,1993,94,Musica,7.9,87,1.32
1380,546,Three Colors: Blue,Krzysztof Kieslowski,1993,94,Misterio,7.9,87,1.32
1381,547,Strangers on a Train,Alfred Hitchcock,1951,101,Crimen,7.9,88,7.63
1382,547,Strangers on a Train,Alfred Hitchcock,1951,101,Drama,7.9,88,7.63
1383,547,Strangers on a Train,Alfred Hitchcock,1951,101,Film-Noir,7.9,88,7.63
1384,548,Short Term 12,Destin Daniel Cretton,2013,96,Drama,7.9,82,1.01
1385,549,The Red Circle,Jean-Pierre Melville,1970,140,Crimen,7.9,92,0.37
1386,549,The Red Circle,Jean-Pierre Melville,1970,140,Drama,7.9,92,0.37
1387,549,The Red Circle,Jean-Pierre Melville,1970,140,Thriller,7.9,92,0.37
1388,550,Patton,Franklin J. Schaffner,1970,172,Biografía,7.9,86,61.7
1389,550,Patton,Franklin J. Schaffner,1970,172,Drama,7.9,86,61.7
1390,550,Patton,Franklin J. Schaffner,1970,172,Guerra,7.9,86,61.7
1391,551,The Big Sleep,Howard Hawks,1946,114,Crimen,7.9,86,6.54
1392,551,The Big Sleep,Howard Hawks,1946,114,Film-Noir,7.9,86,6.54
1393,551,The Big Sleep,Howard Hawks,1946,114,Misterio,7.9,86,6.54
1394,552,About Elly,Asghar Farhadi,2009,119,Drama,7.9,87,0.11
1395,552,About Elly,Asghar Farhadi,2009,119,Misterio,7.9,87,0.11
1396,553,The Philadelphia Story,George Cukor,1940,112,Comedia,7.9,96,0.0
1397,553,The Philadelphia Story,George Cukor,1940,112,Romance,7.9,96,0.0
1398,554,Cat on a Hot Tin Roof,Richard Brooks,1958,108,Drama,7.9,84,17.57
1399,555,Arsenic and Old Lace,Frank Capra,1944,118,Comedia,7.9,0,0.0
1400,555,Arsenic and Old Lace,Frank Capra,1944,118,Crimen,7.9,0,0.0
1401,555,Arsenic and Old Lace,Frank Capra,1944,118,Thriller,7.9,0,0.0
1402,556,Head-On,Fatih Akin,2004,121,Drama,7.9,78,0.0
1403,556,Head-On,Fatih Akin,2004,121,Romance,7.9,78,0.0
1404,557,The Conformist,Bernardo Bertolucci,1970,113,Drama,7.9,100,0.54
1405,558,Amour,Michael Haneke,2012,127,Drama,7.9,95,6.74
1406,559,Talk to Her,Pedro AlmodÃ³var,2002,112,Drama,7.9,86,9.36
1407,559,Talk to Her,Pedro AlmodÃ³var,2002,112,Misterio,7.9,86,9.36
1408,559,Talk to Her,Pedro AlmodÃ³var,2002,112,Romance,7.9,86,9.36
1409,560,Kal Ho Naa Ho,Nikkhil Advani,2003,186,Comedia,7.9,54,1.79
1410,560,Kal Ho Naa Ho,Nikkhil Advani,2003,186,Drama,7.9,54,1.79
1411,560,Kal Ho Naa Ho,Nikkhil Advani,2003,186,Musical,7.9,54,1.79
1412,561,The Thin Man,W.S. Van Dyke,1934,91,Comedia,7.9,86,0.0
1413,561,The Thin Man,W.S. Van Dyke,1934,91,Crimen,7.9,86,0.0
1414,561,The Thin Man,W.S. Van Dyke,1934,91,Misterio,7.9,86,0.0
1415,562,The Sacrifice,Andrei Tarkovsky,1986,149,Drama,7.9,0,0.3
1416,563,In a Lonely Place,Nicholas Ray,1950,94,Drama,7.9,0,0.0
1417,563,In a Lonely Place,Nicholas Ray,1950,94,Film-Noir,7.9,0,0.0
1418,563,In a Lonely Place,Nicholas Ray,1950,94,Misterio,7.9,0,0.0
1419,564,I Remember,Federico Fellini,1973,123,Comedia,7.9,0,0.58
1420,564,I Remember,Federico Fellini,1973,123,Drama,7.9,0,0.58
1421,565,The Adventures of Robin Hood,Michael Curtiz,1938,102,Acción,7.9,97,3.98
1422,565,The Adventures of Robin Hood,Michael Curtiz,1938,102,Aventura,7.9,97,3.98
1423,565,The Adventures of Robin Hood,Michael Curtiz,1938,102,Romance,7.9,97,3.98
1424,566,My Name Is Khan,Karan Johar,2010,165,Aventura,7.9,50,4.02
1425,566,My Name Is Khan,Karan Johar,2010,165,Drama,7.9,50,4.02
1426,566,My Name Is Khan,Karan Johar,2010,165,Romance,7.9,50,4.02
1427,567,A Taxi Driver,Hun Jang,2017,137,Acción,7.9,69,1.53
1428,567,A Taxi Driver,Hun Jang,2017,137,Drama,7.9,69,1.53
1429,567,A Taxi Driver,Hun Jang,2017,137,Historia,7.9,69,1.53
1430,568,Mildred Pierce,Michael Curtiz,1945,111,Crimen,7.9,88,0.0
1431,568,Mildred Pierce,Michael Curtiz,1945,111,Drama,7.9,88,0.0
1432,568,Mildred Pierce,Michael Curtiz,1945,111,Film-Noir,7.9,88,0.0
1433,569,Laura,Otto Preminger,1944,88,Drama,7.9,0,4.36
1434,569,Laura,Otto Preminger,1944,88,Film-Noir,7.9,0,4.36
1435,569,Laura,Otto Preminger,1944,88,Misterio,7.9,0,4.36
1436,570,In Cold Blood,Richard Brooks,1967,134,Biografía,7.9,89,0.0
1437,570,In Cold Blood,Richard Brooks,1967,134,Crimen,7.9,89,0.0
1438,570,In Cold Blood,Richard Brooks,1967,134,Drama,7.9,89,0.0
1439,571,Harvey,Henry Koster,1950,104,Comedia,7.9,0,0.0
1440,571,Harvey,Henry Koster,1950,104,Drama,7.9,0,0.0
1441,571,Harvey,Henry Koster,1950,104,Fantasía,7.9,0,0.0
1442,572,Sullivan's Travels,Preston Sturges,1941,90,Aventura,7.9,0,0.0
1443,572,Sullivan's Travels,Preston Sturges,1941,90,Comedia,7.9,0,0.0
1444,572,Sullivan's Travels,Preston Sturges,1941,90,Drama,7.9,0,0.0
1445,573,3-Iron,Kim Ki-duk,2004,88,Crimen,7.9,72,0.24
1446,573,3-Iron,Kim Ki-duk,2004,88,Drama,7.9,72,0.24
1447,573,3-Iron,Kim Ki-duk,2004,88,Romance,7.9,72,0.24
1448,574,C.R.A.Z.Y.,Jean-Marc VallÃ©e,2005,129,Comedia,7.9,81,0.0
1449,574,C.R.A.Z.Y.,Jean-Marc VallÃ©e,2005,129,Drama,7.9,81,0.0
1450,575,The Way He Looks,Daniel Ribeiro,2014,96,Drama,7.9,71,0.1
1451,575,The Way He Looks,Daniel Ribeiro,2014,96,Romance,7.9,71,0.1
1452,576,Kagemusha,Akira Kurosawa,1980,162,Drama,7.9,84,0.0
1453,576,Kagemusha,Akira Kurosawa,1980,162,Historia,7.9,84,0.0
1454,576,Kagemusha,Akira Kurosawa,1980,162,Guerra,7.9,84,0.0
1455,577,Gully Boy,Zoya Akhtar,2019,154,Drama,7.9,65,5.57
1456,577,Gully Boy,Zoya Akhtar,2019,154,Musica,7.9,65,5.57
1457,577,Gully Boy,Zoya Akhtar,2019,154,Romance,7.9,65,5.57
1458,578,Miracle on 34th Street,George Seaton,1947,96,Comedia,7.9,88,2.65
1459,578,Miracle on 34th Street,George Seaton,1947,96,Drama,7.9,88,2.65
1460,578,Miracle on 34th Street,George Seaton,1947,96,Familiar,7.9,88,2.65
1461,579,Nine Queens,FabiÃ¡n Bielinsky,2000,114,Crimen,7.9,80,1.22
1462,579,Nine Queens,FabiÃ¡n Bielinsky,2000,114,Drama,7.9,80,1.22
1463,579,Nine Queens,FabiÃ¡n Bielinsky,2000,114,Thriller,7.9,80,1.22
1464,580,Elevator to the Gallows,Louis Malle,1958,91,Crimen,7.9,94,0.11
1465,580,Elevator to the Gallows,Louis Malle,1958,91,Drama,7.9,94,0.11
1466,580,Elevator to the Gallows,Louis Malle,1958,91,Thriller,7.9,94,0.11
1467,581,Super 30,Vikas Bahl,2019,154,Biografía,7.9,0,2.27
1468,581,Super 30,Vikas Bahl,2019,154,Drama,7.9,0,2.27
1469,582,The Lost Weekend,Billy Wilder,1945,101,Drama,7.9,0,9.46
1470,582,The Lost Weekend,Billy Wilder,1945,101,Film-Noir,7.9,0,9.46
"1471,583,""4 Months, 3 Weeks and 2 Days"",Cristian Mungiu,2007,113,Drama,7.9,97,1.19"
1472,584,Battleship Potemkin,Sergei Eisenstein,1925,66,Drama,7.9,97,0.05
1473,584,Battleship Potemkin,Sergei Eisenstein,1925,66,Historia,7.9,97,0.05
1474,584,Battleship Potemkin,Sergei Eisenstein,1925,66,Thriller,7.9,97,0.05
1475,585,Hiroshima Mon Amour,Alain Resnais,1959,90,Drama,7.9,0,0.09
1476,585,Hiroshima Mon Amour,Alain Resnais,1959,90,Romance,7.9,0,0.09
1477,586,The Big Heat,Fritz Lang,1953,89,Crimen,7.9,0,0.0
1478,586,The Big Heat,Fritz Lang,1953,89,Film-Noir,7.9,0,0.0
1479,586,The Big Heat,Fritz Lang,1953,89,Thriller,7.9,0,0.0
1480,587,Dev.D,Anurag Kashyap,2009,144,Comedia,7.9,0,0.01
1481,587,Dev.D,Anurag Kashyap,2009,144,Drama,7.9,0,0.01
1482,587,Dev.D,Anurag Kashyap,2009,144,Romance,7.9,0,0.01
1483,588,The Rules of the Game,Jean Renoir,1939,110,Comedia,7.9,99,0.0
1484,588,The Rules of the Game,Jean Renoir,1939,110,Drama,7.9,99,0.0
1485,589,Jab We Met,Imtiaz Ali,2007,138,Comedia,7.9,0,0.41
1486,589,Jab We Met,Imtiaz Ali,2007,138,Drama,7.9,0,0.41
1487,589,Jab We Met,Imtiaz Ali,2007,138,Romance,7.9,0,0.41
1488,590,The Return,Andrey Zvyagintsev,2003,110,Drama,7.9,82,0.5
1489,591,Beauty and the Beast,Jean Cocteau,1946,93,Drama,7.9,92,0.3
1490,591,Beauty and the Beast,Jean Cocteau,1946,93,Fantasía,7.9,92,0.3
1491,591,Beauty and the Beast,Jean Cocteau,1946,93,Romance,7.9,92,0.3
1492,592,No Man's Land,Danis Tanovic,2001,98,Comedia,7.9,84,1.06
1493,592,No Man's Land,Danis Tanovic,2001,98,Drama,7.9,84,1.06
1494,592,No Man's Land,Danis Tanovic,2001,98,Guerra,7.9,84,1.06
1495,593,Badhaai Ho,Amit Ravindernath Sharma,2018,124,Comedia,7.9,0,0.0
1496,593,Badhaai Ho,Amit Ravindernath Sharma,2018,124,Drama,7.9,0,0.0
1497,594,Through a Glass Darkly,Ingmar Bergman,1961,90,Drama,7.9,84,0.0
1498,595,Pad Man,R. Balki,2018,140,Comedia,7.9,0,1.66
1499,595,Pad Man,R. Balki,2018,140,Drama,7.9,0,1.66
1500,596,Baby,Neeraj Pandey,2015,159,Acción,7.9,0,0.0
1501,596,Baby,Neeraj Pandey,2015,159,Crimen,7.9,0,0.0
1502,596,Baby,Neeraj Pandey,2015,159,Thriller,7.9,0,0.0
1503,597,Airlift,Raja Menon,2016,130,Acción,7.9,0,0.0
1504,597,Airlift,Raja Menon,2016,130,Drama,7.9,0,0.0
1505,597,Airlift,Raja Menon,2016,130,Historia,7.9,0,0.0
1506,598,The Batman,Matt Reeves,2022,176,Acción,7.8,72,369.35
1507,598,The Batman,Matt Reeves,2022,176,Crimen,7.8,72,369.35
1508,598,The Batman,Matt Reeves,2022,176,Drama,7.8,72,369.35
1509,599,Everything Everywhere All at Once,Daniel Kwan,2022,139,Acción,7.8,81,72.86
1510,599,Everything Everywhere All at Once,Daniel Kwan,2022,139,Aventura,7.8,81,72.86
1511,599,Everything Everywhere All at Once,Daniel Kwan,2022,139,Comedia,7.8,81,72.86
1512,600,Tombstone,George P. Cosmatos,1993,130,Biografía,7.8,50,56.51
1513,600,Tombstone,George P. Cosmatos,1993,130,Drama,7.8,50,56.51
1514,600,Tombstone,George P. Cosmatos,1993,130,Historia,7.8,50,56.51
1515,601,Little Miss Sunshine,Jonathan Dayton,2006,101,Comedia,7.8,80,59.89
1516,601,Little Miss Sunshine,Jonathan Dayton,2006,101,Drama,7.8,80,59.89
1517,602,Dunkirk,Christopher Nolan,2017,106,Acción,7.8,94,188.37
1518,602,Dunkirk,Christopher Nolan,2017,106,Drama,7.8,94,188.37
1519,602,Dunkirk,Christopher Nolan,2017,106,Historia,7.8,94,188.37
1520,603,A Bronx Tale,Robert De Niro,1993,121,Crimen,7.8,80,17.27
1521,603,A Bronx Tale,Robert De Niro,1993,121,Drama,7.8,80,17.27
1522,604,Moonrise Kingdom,Wes Anderson,2012,94,Comedia,7.8,84,45.51
1523,604,Moonrise Kingdom,Wes Anderson,2012,94,Drama,7.8,84,45.51
1524,604,Moonrise Kingdom,Wes Anderson,2012,94,Familiar,7.8,84,45.51
1525,605,The Breakfast Club,John Hughes,1985,97,Comedia,7.8,66,45.88
1526,605,The Breakfast Club,John Hughes,1985,97,Drama,7.8,66,45.88
1527,606,The Gentlemen,Guy Ritchie,2019,113,Acción,7.8,51,36.47
1528,606,The Gentlemen,Guy Ritchie,2019,113,Comedia,7.8,51,36.47
1529,606,The Gentlemen,Guy Ritchie,2019,113,Crimen,7.8,51,36.47
1530,607,Get Out,Jordan Peele,2017,104,Terror,7.8,85,176.04
1531,607,Get Out,Jordan Peele,2017,104,Misterio,7.8,85,176.04
1532,607,Get Out,Jordan Peele,2017,104,Thriller,7.8,85,176.04
1533,608,The Notebook,Nick Cassavetes,2004,123,Drama,7.8,53,81.0
1534,608,The Notebook,Nick Cassavetes,2004,123,Romance,7.8,53,81.0
1535,609,All Quiet on the Western Front,Edward Berger,2022,148,Acción,7.8,76,0.0
1536,609,All Quiet on the Western Front,Edward Berger,2022,148,Drama,7.8,76,0.0
1537,609,All Quiet on the Western Front,Edward Berger,2022,148,Guerra,7.8,76,0.0
1538,610,Drive,Nicolas Winding Refn,2011,100,Acción,7.8,78,35.06
1539,610,Drive,Nicolas Winding Refn,2011,100,Drama,7.8,78,35.06
1540,611,Pride & Prejudice,Joe Wright,2005,129,Drama,7.8,82,38.41
1541,611,Pride & Prejudice,Joe Wright,2005,129,Romance,7.8,82,38.41
1542,612,The Big Short,Adam McKay,2015,130,Biografía,7.8,81,70.26
1543,612,The Big Short,Adam McKay,2015,130,Comedia,7.8,81,70.26
1544,612,The Big Short,Adam McKay,2015,130,Drama,7.8,81,70.26
1545,613,Hot Fuzz,Edgar Wright,2007,121,Acción,7.8,81,23.64
1546,613,Hot Fuzz,Edgar Wright,2007,121,Comedia,7.8,81,23.64
1547,613,Hot Fuzz,Edgar Wright,2007,121,Misterio,7.8,81,23.64
1548,614,Call Me by Your Name,Luca Guadagnino,2017,132,Drama,7.8,94,18.1
1549,614,Call Me by Your Name,Luca Guadagnino,2017,132,Romance,7.8,94,18.1
1550,615,RRR,S.S. Rajamouli,2022,187,Acción,7.8,83,14.5
1551,615,RRR,S.S. Rajamouli,2022,187,Drama,7.8,83,14.5
1552,616,About Time,Richard Curtis,2013,123,Comedia,7.8,55,15.32
1553,616,About Time,Richard Curtis,2013,123,Drama,7.8,55,15.32
1554,616,About Time,Richard Curtis,2013,123,Fantasía,7.8,55,15.32
1555,617,The Hateful Eight,Quentin Tarantino,2015,168,Crimen,7.8,68,54.12
1556,617,The Hateful Eight,Quentin Tarantino,2015,168,Drama,7.8,68,54.12
1557,617,The Hateful Eight,Quentin Tarantino,2015,168,Misterio,7.8,68,54.12
1558,618,Ghostbusters,Ivan Reitman,1984,105,Acción,7.8,71,238.63
1559,618,Ghostbusters,Ivan Reitman,1984,105,Comedia,7.8,71,238.63
1560,618,Ghostbusters,Ivan Reitman,1984,105,Fantasía,7.8,71,238.63
1561,619,The Irishman,Martin Scorsese,2019,209,Biografía,7.8,94,7.0
1562,619,The Irishman,Martin Scorsese,2019,209,Crimen,7.8,94,7.0
1563,619,The Irishman,Martin Scorsese,2019,209,Drama,7.8,94,7.0
1564,620,Little Women,Greta Gerwig,2019,135,Drama,7.8,91,108.1
1565,620,Little Women,Greta Gerwig,2019,135,Romance,7.8,91,108.1
1566,621,The Girl with the Dragon Tattoo,David Fincher,2011,158,Crimen,7.8,71,102.52
1567,621,The Girl with the Dragon Tattoo,David Fincher,2011,158,Drama,7.8,71,102.52
1568,621,The Girl with the Dragon Tattoo,David Fincher,2011,158,Misterio,7.8,71,102.52
1569,622,The Sandlot,David Mickey Evans,1993,101,Comedia,7.8,55,32.42
1570,622,The Sandlot,David Mickey Evans,1993,101,Drama,7.8,55,32.42
1571,622,The Sandlot,David Mickey Evans,1993,101,Familiar,7.8,55,32.42
1572,623,Predator,John McTiernan,1987,107,Acción,7.8,47,59.74
1573,623,Predator,John McTiernan,1987,107,Aventura,7.8,47,59.74
1574,623,Predator,John McTiernan,1987,107,Terror,7.8,47,59.74
1575,624,The Social Network,David Fincher,2010,120,Biografía,7.8,95,96.96
1576,624,The Social Network,David Fincher,2010,120,Drama,7.8,95,96.96
1577,625,Isle of Dogs,Wes Anderson,2018,101,Animación,7.8,82,32.02
1578,625,Isle of Dogs,Wes Anderson,2018,101,Aventura,7.8,82,32.02
1579,625,Isle of Dogs,Wes Anderson,2018,101,Comedia,7.8,82,32.02
1580,626,Remember the Titans,Boaz Yakin,2000,113,Biografía,7.8,48,115.65
1581,626,Remember the Titans,Boaz Yakin,2000,113,Drama,7.8,48,115.65
1582,626,Remember the Titans,Boaz Yakin,2000,113,Deportes,7.8,48,115.65
1583,627,Ferris Bueller's Day Off,John Hughes,1986,103,Comedia,7.8,61,70.14
1584,628,The Hobbit: An Unexpected Journey,Peter Jackson,2012,169,Aventura,7.8,58,303.0
1585,628,The Hobbit: An Unexpected Journey,Peter Jackson,2012,169,Fantasía,7.8,58,303.0
1586,629,Rogue One: A Star Wars Story,Gareth Edwards,2016,133,Acción,7.8,65,532.18
1587,629,Rogue One: A Star Wars Story,Gareth Edwards,2016,133,Aventura,7.8,65,532.18
1588,629,Rogue One: A Star Wars Story,Gareth Edwards,2016,133,Ciencia Ficción,7.8,65,532.18
1589,630,Star Wars: Episode VII - The Force Awakens,J.J. Abrams,2015,138,Acción,7.8,80,936.66
1590,630,Star Wars: Episode VII - The Force Awakens,J.J. Abrams,2015,138,Aventura,7.8,80,936.66
1591,630,Star Wars: Episode VII - The Force Awakens,J.J. Abrams,2015,138,Ciencia Ficción,7.8,80,936.66
1592,631,Apocalypto,Mel Gibson,2006,139,Acción,7.8,68,50.87
1593,631,Apocalypto,Mel Gibson,2006,139,Aventura,7.8,68,50.87
1594,631,Apocalypto,Mel Gibson,2006,139,Drama,7.8,68,50.87
1595,632,Nightcrawler,Dan Gilroy,2014,117,Crimen,7.8,76,32.38
1596,632,Nightcrawler,Dan Gilroy,2014,117,Drama,7.8,76,32.38
1597,632,Nightcrawler,Dan Gilroy,2014,117,Thriller,7.8,76,32.38
1598,633,The Fugitive,Andrew Davis,1993,130,Acción,7.8,87,183.88
1599,633,The Fugitive,Andrew Davis,1993,130,Crimen,7.8,87,183.88
1600,633,The Fugitive,Andrew Davis,1993,130,Drama,7.8,87,183.88
1601,634,Hidden Figures,Theodore Melfi,2016,127,Biografía,7.8,74,169.61
1602,634,Hidden Figures,Theodore Melfi,2016,127,Drama,7.8,74,169.61
1603,634,Hidden Figures,Theodore Melfi,2016,127,Historia,7.8,74,169.61
1604,635,American Gangster,Ridley Scott,2007,157,Biografía,7.8,76,130.16
1605,635,American Gangster,Ridley Scott,2007,157,Crimen,7.8,76,130.16
1606,635,American Gangster,Ridley Scott,2007,157,Drama,7.8,76,130.16
1607,636,Atonement,Joe Wright,2007,123,Drama,7.8,85,50.93
1608,636,Atonement,Joe Wright,2007,123,Misterio,7.8,85,50.93
1609,636,Atonement,Joe Wright,2007,123,Romance,7.8,85,50.93
1610,637,The Killing Fields,Roland JoffÃ©,1984,141,Biografía,7.8,76,34.7
1611,637,The Killing Fields,Roland JoffÃ©,1984,141,Drama,7.8,76,34.7
1612,637,The Killing Fields,Roland JoffÃ©,1984,141,Historia,7.8,76,34.7
1613,638,The Curious Case of Benjamin Button,David Fincher,2008,166,Drama,7.8,70,127.51
1614,638,The Curious Case of Benjamin Button,David Fincher,2008,166,Fantasía,7.8,70,127.51
1615,638,The Curious Case of Benjamin Button,David Fincher,2008,166,Romance,7.8,70,127.51
1616,639,Captain America: Civil War,Anthony Russo,2016,147,Acción,7.8,75,408.08
1617,639,Captain America: Civil War,Anthony Russo,2016,147,Ciencia Ficción,7.8,75,408.08
1618,640,The Untouchables,Brian De Palma,1987,119,Crimen,7.8,79,76.27
1619,640,The Untouchables,Brian De Palma,1987,119,Drama,7.8,79,76.27
1620,640,The Untouchables,Brian De Palma,1987,119,Thriller,7.8,79,76.27
1621,641,Taken,Pierre Morel,2008,90,Acción,7.8,51,145.0
1622,641,Taken,Pierre Morel,2008,90,Crimen,7.8,51,145.0
1623,641,Taken,Pierre Morel,2008,90,Thriller,7.8,51,145.0
1624,642,Cast Away,Robert Zemeckis,2000,143,Aventura,7.8,73,233.63
1625,642,Cast Away,Robert Zemeckis,2000,143,Drama,7.8,73,233.63
1626,642,Cast Away,Robert Zemeckis,2000,143,Romance,7.8,73,233.63
1627,643,Back to the Future Part II,Robert Zemeckis,1989,108,Aventura,7.8,57,118.5
1628,643,Back to the Future Part II,Robert Zemeckis,1989,108,Comedia,7.8,57,118.5
1629,643,Back to the Future Part II,Robert Zemeckis,1989,108,Ciencia Ficción,7.8,57,118.5
1630,644,The Worst Person in the World,Joachim Trier,2021,128,Comedia,7.8,90,0.0
1631,644,The Worst Person in the World,Joachim Trier,2021,128,Drama,7.8,90,0.0
1632,644,The Worst Person in the World,Joachim Trier,2021,128,Romance,7.8,90,0.0
1633,645,Willy Wonka & the Chocolate Factory,Mel Stuart,1971,100,Familiar,7.8,67,4.0
1634,645,Willy Wonka & the Chocolate Factory,Mel Stuart,1971,100,Fantasía,7.8,67,4.0
1635,645,Willy Wonka & the Chocolate Factory,Mel Stuart,1971,100,Musical,7.8,67,4.0
1636,646,The Outlaw Josey Wales,Clint Eastwood,1976,135,Western,7.8,69,31.8
1637,647,Captain America: The Winter Soldier,Anthony Russo,2014,136,Acción,7.8,70,259.77
1638,647,Captain America: The Winter Soldier,Anthony Russo,2014,136,Aventura,7.8,70,259.77
1639,647,Captain America: The Winter Soldier,Anthony Russo,2014,136,Ciencia Ficción,7.8,70,259.77
1640,648,Skyfall,Sam Mendes,2012,143,Acción,7.8,81,304.36
1641,648,Skyfall,Sam Mendes,2012,143,Aventura,7.8,81,304.36
1642,648,Skyfall,Sam Mendes,2012,143,Thriller,7.8,81,304.36
1643,649,Captain Phillips,Paul Greengrass,2013,134,Acción,7.8,82,107.1
1644,649,Captain Phillips,Paul Greengrass,2013,134,Biografía,7.8,82,107.1
1645,649,Captain Phillips,Paul Greengrass,2013,134,Crimen,7.8,82,107.1
1646,650,Manchester by the Sea,Kenneth Lonergan,2016,137,Drama,7.8,96,47.7
1647,651,Captain Fantastic,Matt Ross,2016,118,Comedia,7.8,72,5.88
1648,651,Captain Fantastic,Matt Ross,2016,118,Drama,7.8,72,5.88
1649,652,The Hobbit: The Desolation of Smaug,Peter Jackson,2013,161,Fantasía,7.8,66,258.37
1650,653,Gattaca,Andrew Niccol,1997,106,Drama,7.8,64,12.34
1651,653,Gattaca,Andrew Niccol,1997,106,Ciencia Ficción,7.8,64,12.34
1652,653,Gattaca,Andrew Niccol,1997,106,Thriller,7.8,64,12.34
1653,654,Misery,Rob Reiner,1990,107,Drama,7.8,75,61.28
1654,654,Misery,Rob Reiner,1990,107,Thriller,7.8,75,61.28
1655,655,The Last Samurai,Edward Zwick,2003,154,Acción,7.8,55,111.11
1656,655,The Last Samurai,Edward Zwick,2003,154,Drama,7.8,55,111.11
1657,656,Big Hero 6,Don Hall,2014,102,Animación,7.8,74,222.53
1658,656,Big Hero 6,Don Hall,2014,102,Acción,7.8,74,222.53
1659,656,Big Hero 6,Don Hall,2014,102,Aventura,7.8,74,222.53
1660,657,Thirteen Lives,Ron Howard,2022,147,Acción,7.8,66,0.0
1661,657,Thirteen Lives,Ron Howard,2022,147,Aventura,7.8,66,0.0
1662,657,Thirteen Lives,Ron Howard,2022,147,Biografía,7.8,66,0.0
